"","Sample","OTU","Genus","Abundance"
"462","1337_230_S230_L001","ASV00007","Limosilactobacillus",0
"463","1337_230_S230_L001","ASV00010","Shewanella",0
"464","1337_230_S230_L001","ASV00013","Alteromonas",0
"465","1337_230_S230_L001","ASV00014","Alteromonas",0
"466","1337_230_S230_L001","ASV00015","Salmonella",0
"467","1337_230_S230_L001","ASV00016","Escherichia-Shigella",0
"468","1337_230_S230_L001","ASV00031","Alteromonas",0
"469","1337_230_S230_L001","ASV00061",NA,0
"470","1337_230_S230_L001","ASV00316","Neptuniibacter",0
"471","1337_230_S230_L001","ASV00476","Oleibacter",0
"472","1337_231_S231_L001","ASV00001","Clade Ia",0
"473","1337_231_S231_L001","ASV00003","Clade Ia",0
"474","1337_231_S231_L001","ASV00004","Synechococcus CC9902",0
"475","1337_231_S231_L001","ASV00008","Shewanella",0
"476","1337_231_S231_L001","ASV00009","Glaciecola",0
"477","1337_231_S231_L001","ASV00010","Shewanella",0
"478","1337_231_S231_L001","ASV00012","Acinetobacter",0
"479","1337_231_S231_L001","ASV00013","Alteromonas",0
"480","1337_231_S231_L001","ASV00014","Alteromonas",0
"481","1337_231_S231_L001","ASV00025","Pseudophaeobacter",0
"482","1337_231_S231_L001","ASV00029","Oceaniserpentilla",0
"483","1337_231_S231_L001","ASV00031","Alteromonas",0
"484","1337_231_S231_L001","ASV00036","Synechococcus CC9902",0
"485","1337_231_S231_L001","ASV00040","Marinomonas",0
"486","1337_231_S231_L001","ASV00043","Pseudoalteromonas",0
"487","1337_231_S231_L001","ASV00048","Colwellia",0
"488","1337_231_S231_L001","ASV00053","Colwellia",0
"489","1337_231_S231_L001","ASV00061",NA,0
"490","1337_231_S231_L001","ASV00064","Vibrio",0
"491","1337_231_S231_L001","ASV00068","Glaciecola",0
"492","1337_231_S231_L001","ASV00074","Colwellia",0
"493","1337_231_S231_L001","ASV00186","Alteromonas",0
"494","1337_231_S231_L001","ASV00316","Neptuniibacter",0
"495","1337_231_S231_L001","ASV00476","Oleibacter",0
"496","1337_232_S232_L001","ASV00002","Prochlorococcus MIT9313",0
"497","1337_232_S232_L001","ASV00004","Synechococcus CC9902",0
"498","1337_232_S232_L001","ASV00015","Salmonella",0
"499","1337_232_S232_L001","ASV00040","Marinomonas",0
"500","1337_232_S232_L001","ASV00048","Colwellia",0
"501","1337_232_S232_L001","ASV00053","Colwellia",0
"502","1337_232_S232_L001","ASV00061",NA,0
"503","1337_233_S233_L001","ASV00002","Prochlorococcus MIT9313",0
"504","1337_233_S233_L001","ASV00004","Synechococcus CC9902",0
"505","1337_233_S233_L001","ASV00007","Limosilactobacillus",0
"506","1337_233_S233_L001","ASV00009","Glaciecola",0
"507","1337_233_S233_L001","ASV00013","Alteromonas",0
"508","1337_233_S233_L001","ASV00014","Alteromonas",0
"509","1337_233_S233_L001","ASV00015","Salmonella",0
"510","1337_233_S233_L001","ASV00016","Escherichia-Shigella",0
"511","1337_233_S233_L001","ASV00031","Alteromonas",0
"512","1337_233_S233_L001","ASV00040","Marinomonas",0
"513","1337_233_S233_L001","ASV00043","Pseudoalteromonas",0
"514","1337_233_S233_L001","ASV00053","Colwellia",0
"515","1337_233_S233_L001","ASV00068","Glaciecola",0
"516","1337_233_S233_L001","ASV00074","Colwellia",0
"517","1337_233_S233_L001","ASV00186","Alteromonas",0
"518","1337_233_S233_L001","ASV00316","Neptuniibacter",0
"519","1337_233_S233_L001","ASV00476","Oleibacter",0
"520","1337_234_S234_L001","ASV00007","Limosilactobacillus",0
"521","1337_234_S234_L001","ASV00015","Salmonella",0
"522","1337_234_S234_L001","ASV00016","Escherichia-Shigella",0
"523","1337_234_S234_L001","ASV00031","Alteromonas",0
"524","1337_234_S234_L001","ASV00043","Pseudoalteromonas",0
"525","1337_234_S234_L001","ASV00186","Alteromonas",0
"526","1337_234_S234_L001","ASV00316","Neptuniibacter",0
"527","1337_234_S234_L001","ASV00476","Oleibacter",0
"528","1337_235_S235_L001","ASV00007","Limosilactobacillus",0
"529","1337_235_S235_L001","ASV00008","Shewanella",0
"530","1337_235_S235_L001","ASV00010","Shewanella",0
"531","1337_235_S235_L001","ASV00012","Acinetobacter",0
"532","1337_235_S235_L001","ASV00015","Salmonella",0
"533","1337_235_S235_L001","ASV00016","Escherichia-Shigella",0
"534","1337_235_S235_L001","ASV00186","Alteromonas",0
"535","1337_235_S235_L001","ASV00316","Neptuniibacter",0
"536","1337_235_S235_L001","ASV00476","Oleibacter",0
"537","1337_236_S236_L001","ASV00001","Clade Ia",0
"538","1337_236_S236_L001","ASV00002","Prochlorococcus MIT9313",0
"539","1337_236_S236_L001","ASV00003","Clade Ia",0
"540","1337_236_S236_L001","ASV00004","Synechococcus CC9902",0
"541","1337_236_S236_L001","ASV00007","Limosilactobacillus",0
"542","1337_236_S236_L001","ASV00008","Shewanella",0
"543","1337_236_S236_L001","ASV00009","Glaciecola",0
"544","1337_236_S236_L001","ASV00010","Shewanella",0
"545","1337_236_S236_L001","ASV00012","Acinetobacter",0
"546","1337_236_S236_L001","ASV00013","Alteromonas",0
"547","1337_236_S236_L001","ASV00014","Alteromonas",0
"548","1337_236_S236_L001","ASV00015","Salmonella",0
"549","1337_236_S236_L001","ASV00016","Escherichia-Shigella",0
"550","1337_236_S236_L001","ASV00025","Pseudophaeobacter",0
"551","1337_236_S236_L001","ASV00029","Oceaniserpentilla",0
"552","1337_236_S236_L001","ASV00031","Alteromonas",0
"553","1337_236_S236_L001","ASV00036","Synechococcus CC9902",0
"554","1337_236_S236_L001","ASV00040","Marinomonas",0
"555","1337_236_S236_L001","ASV00043","Pseudoalteromonas",0
"556","1337_236_S236_L001","ASV00048","Colwellia",0
"557","1337_236_S236_L001","ASV00053","Colwellia",0
"558","1337_236_S236_L001","ASV00061",NA,0
"559","1337_236_S236_L001","ASV00064","Vibrio",0
"560","1337_236_S236_L001","ASV00068","Glaciecola",0
"561","1337_236_S236_L001","ASV00074","Colwellia",0
"562","1337_236_S236_L001","ASV00186","Alteromonas",0
"563","1337_236_S236_L001","ASV00316","Neptuniibacter",0
"564","1337_236_S236_L001","ASV00476","Oleibacter",0
"565","1337_237_S237_L001","ASV00007","Limosilactobacillus",0
"566","1337_237_S237_L001","ASV00010","Shewanella",0
"567","1337_237_S237_L001","ASV00015","Salmonella",0
"568","1337_237_S237_L001","ASV00016","Escherichia-Shigella",0
"569","1337_237_S237_L001","ASV00476","Oleibacter",0
"570","1337_238_S238_L001","ASV00007","Limosilactobacillus",0
"571","1337_238_S238_L001","ASV00010","Shewanella",0
"572","1337_238_S238_L001","ASV00012","Acinetobacter",0
"573","1337_238_S238_L001","ASV00013","Alteromonas",0
"574","1337_238_S238_L001","ASV00014","Alteromonas",0
"575","1337_238_S238_L001","ASV00015","Salmonella",0
"576","1337_238_S238_L001","ASV00016","Escherichia-Shigella",0
"577","1337_238_S238_L001","ASV00031","Alteromonas",0
"578","1337_238_S238_L001","ASV00316","Neptuniibacter",0
"579","1337_238_S238_L001","ASV00476","Oleibacter",0
"580","1337_239_S239_L001","ASV00002","Prochlorococcus MIT9313",0
"581","1337_239_S239_L001","ASV00003","Clade Ia",0
"582","1337_239_S239_L001","ASV00007","Limosilactobacillus",0
"583","1337_239_S239_L001","ASV00008","Shewanella",0
"584","1337_239_S239_L001","ASV00010","Shewanella",0
"585","1337_239_S239_L001","ASV00012","Acinetobacter",0
"586","1337_239_S239_L001","ASV00013","Alteromonas",0
"587","1337_239_S239_L001","ASV00014","Alteromonas",0
"588","1337_239_S239_L001","ASV00015","Salmonella",0
"589","1337_239_S239_L001","ASV00016","Escherichia-Shigella",0
"590","1337_239_S239_L001","ASV00029","Oceaniserpentilla",0
"591","1337_239_S239_L001","ASV00031","Alteromonas",0
"592","1337_239_S239_L001","ASV00036","Synechococcus CC9902",0
"593","1337_239_S239_L001","ASV00061",NA,0
"594","1337_239_S239_L001","ASV00064","Vibrio",0
"595","1337_239_S239_L001","ASV00068","Glaciecola",0
"596","1337_239_S239_L001","ASV00186","Alteromonas",0
"597","1337_239_S239_L001","ASV00316","Neptuniibacter",0
"598","1337_239_S239_L001","ASV00476","Oleibacter",0
"599","1337_240_S240_L001","ASV00002","Prochlorococcus MIT9313",0
"600","1337_240_S240_L001","ASV00003","Clade Ia",0
"601","1337_240_S240_L001","ASV00007","Limosilactobacillus",0
"602","1337_240_S240_L001","ASV00008","Shewanella",0
"603","1337_240_S240_L001","ASV00012","Acinetobacter",0
"604","1337_240_S240_L001","ASV00015","Salmonella",0
"605","1337_240_S240_L001","ASV00016","Escherichia-Shigella",0
"606","1337_240_S240_L001","ASV00031","Alteromonas",0
"607","1337_240_S240_L001","ASV00036","Synechococcus CC9902",0
"608","1337_240_S240_L001","ASV00068","Glaciecola",0
"609","1337_240_S240_L001","ASV00316","Neptuniibacter",0
"610","1337_240_S240_L001","ASV00476","Oleibacter",0
"611","1337_242_S242_L001","ASV00007","Limosilactobacillus",0
"612","1337_242_S242_L001","ASV00008","Shewanella",0
"613","1337_242_S242_L001","ASV00013","Alteromonas",0
"614","1337_242_S242_L001","ASV00014","Alteromonas",0
"615","1337_242_S242_L001","ASV00015","Salmonella",0
"616","1337_242_S242_L001","ASV00016","Escherichia-Shigella",0
"617","1337_242_S242_L001","ASV00031","Alteromonas",0
"618","1337_242_S242_L001","ASV00316","Neptuniibacter",0
"619","1337_242_S242_L001","ASV00476","Oleibacter",0
"620","1337_243_S243_L001","ASV00001","Clade Ia",0
"621","1337_243_S243_L001","ASV00002","Prochlorococcus MIT9313",0
"622","1337_243_S243_L001","ASV00003","Clade Ia",0
"623","1337_243_S243_L001","ASV00004","Synechococcus CC9902",0
"624","1337_243_S243_L001","ASV00007","Limosilactobacillus",0
"625","1337_243_S243_L001","ASV00008","Shewanella",0
"626","1337_243_S243_L001","ASV00009","Glaciecola",0
"627","1337_243_S243_L001","ASV00010","Shewanella",0
"628","1337_243_S243_L001","ASV00012","Acinetobacter",0
"629","1337_243_S243_L001","ASV00015","Salmonella",0
"630","1337_243_S243_L001","ASV00016","Escherichia-Shigella",0
"631","1337_243_S243_L001","ASV00025","Pseudophaeobacter",0
"632","1337_243_S243_L001","ASV00029","Oceaniserpentilla",0
"633","1337_243_S243_L001","ASV00036","Synechococcus CC9902",0
"634","1337_243_S243_L001","ASV00040","Marinomonas",0
"635","1337_243_S243_L001","ASV00043","Pseudoalteromonas",0
"636","1337_243_S243_L001","ASV00048","Colwellia",0
"637","1337_243_S243_L001","ASV00053","Colwellia",0
"638","1337_243_S243_L001","ASV00061",NA,0
"639","1337_243_S243_L001","ASV00064","Vibrio",0
"640","1337_243_S243_L001","ASV00068","Glaciecola",0
"641","1337_243_S243_L001","ASV00074","Colwellia",0
"642","1337_243_S243_L001","ASV00186","Alteromonas",0
"643","1337_243_S243_L001","ASV00316","Neptuniibacter",0
"644","1337_243_S243_L001","ASV00476","Oleibacter",0
"645","1337_244_S244_L001","ASV00008","Shewanella",9172
"646","1337_244_S244_L001","ASV00010","Shewanella",7835
"647","1337_247_S247_L001","ASV00008","Shewanella",6367
"648","1337_247_S247_L001","ASV00010","Shewanella",5816
"649","1337_244_S244_L001","ASV00012","Acinetobacter",5462
"650","1337_247_S247_L001","ASV00012","Acinetobacter",4174
"651","1337_245_S245_L001","ASV00010","Shewanella",2132
"652","1337_245_S245_L001","ASV00008","Shewanella",2097
"653","1337_245_S245_L001","ASV00012","Acinetobacter",1494
"654","1337_247_S247_L001","ASV00003","Clade Ia",96
"655","1337_247_S247_L001","ASV00001","Clade Ia",50
"656","1337_245_S245_L001","ASV00001","Clade Ia",47
"657","1337_245_S245_L001","ASV00002","Prochlorococcus MIT9313",42
"658","1337_245_S245_L001","ASV00003","Clade Ia",18
"659","1337_244_S244_L001","ASV00001","Clade Ia",0
"660","1337_244_S244_L001","ASV00002","Prochlorococcus MIT9313",0
"661","1337_244_S244_L001","ASV00003","Clade Ia",0
"662","1337_246_S246_L001","ASV00001","Clade Ia",0
"663","1337_246_S246_L001","ASV00002","Prochlorococcus MIT9313",0
"664","1337_246_S246_L001","ASV00003","Clade Ia",0
"665","1337_246_S246_L001","ASV00008","Shewanella",0
"666","1337_246_S246_L001","ASV00010","Shewanella",0
"667","1337_246_S246_L001","ASV00012","Acinetobacter",0
"668","1337_247_S247_L001","ASV00002","Prochlorococcus MIT9313",0
"669","1337_220_S220_L001","ASV00029","Oceaniserpentilla",4266
"670","1337_221_S221_L001","ASV00004","Synechococcus CC9902",3213
"671","1337_220_S220_L001","ASV00025","Pseudophaeobacter",3166
"672","1337_223_S223_L001","ASV00001","Clade Ia",3137
"673","1337_220_S220_L001","ASV00004","Synechococcus CC9902",3076
"674","1337_222_S222_L001","ASV00008","Shewanella",2830
"675","1337_222_S222_L001","ASV00001","Clade Ia",2701
"676","1337_221_S221_L001","ASV00025","Pseudophaeobacter",2654
"677","1337_226_S226_L001","ASV00008","Shewanella",2516
"678","1337_221_S221_L001","ASV00009","Glaciecola",2486
"679","1337_221_S221_L001","ASV00029","Oceaniserpentilla",2460
"680","1337_222_S222_L001","ASV00010","Shewanella",2342
"681","1337_224_S224_L001","ASV00029","Oceaniserpentilla",2238
"682","1337_223_S223_L001","ASV00008","Shewanella",2211
"683","1337_227_S227_L001","ASV00008","Shewanella",2208
"684","1337_220_S220_L001","ASV00001","Clade Ia",2130
"685","1337_223_S223_L001","ASV00036","Synechococcus CC9902",2083
"686","1337_222_S222_L001","ASV00036","Synechococcus CC9902",1987
"687","1337_226_S226_L001","ASV00010","Shewanella",1955
"688","1337_226_S226_L001","ASV00012","Acinetobacter",1911
"689","1337_221_S221_L001","ASV00001","Clade Ia",1910
"690","1337_225_S225_L001","ASV00025","Pseudophaeobacter",1907
"691","1337_222_S222_L001","ASV00012","Acinetobacter",1847
"692","1337_227_S227_L001","ASV00010","Shewanella",1791
"693","1337_223_S223_L001","ASV00010","Shewanella",1746
"694","1337_223_S223_L001","ASV00004","Synechococcus CC9902",1651
"695","1337_225_S225_L001","ASV00048","Colwellia",1616
"696","1337_223_S223_L001","ASV00012","Acinetobacter",1527
"697","1337_224_S224_L001","ASV00025","Pseudophaeobacter",1526
"698","1337_221_S221_L001","ASV00053","Colwellia",1514
"699","1337_225_S225_L001","ASV00053","Colwellia",1379
"700","1337_225_S225_L001","ASV00029","Oceaniserpentilla",1351
"701","1337_221_S221_L001","ASV00048","Colwellia",1168
"702","1337_225_S225_L001","ASV00001","Clade Ia",1105
"703","1337_227_S227_L001","ASV00012","Acinetobacter",1066
"704","1337_224_S224_L001","ASV00061",NA,827
"705","1337_225_S225_L001","ASV00061",NA,747
"706","1337_222_S222_L001","ASV00004","Synechococcus CC9902",655
"707","1337_224_S224_L001","ASV00001","Clade Ia",589
"708","1337_224_S224_L001","ASV00008","Shewanella",488
"709","1337_224_S224_L001","ASV00010","Shewanella",467
"710","1337_220_S220_L001","ASV00036","Synechococcus CC9902",362
"711","1337_225_S225_L001","ASV00004","Synechococcus CC9902",351
"712","1337_221_S221_L001","ASV00036","Synechococcus CC9902",348
"713","1337_223_S223_L001","ASV00025","Pseudophaeobacter",323
"714","1337_220_S220_L001","ASV00053","Colwellia",296
"715","1337_224_S224_L001","ASV00048","Colwellia",285
"716","1337_220_S220_L001","ASV00048","Colwellia",258
"717","1337_224_S224_L001","ASV00012","Acinetobacter",258
"718","1337_220_S220_L001","ASV00010","Shewanella",250
"719","1337_227_S227_L001","ASV00001","Clade Ia",236
"720","1337_220_S220_L001","ASV00008","Shewanella",226
"721","1337_227_S227_L001","ASV00025","Pseudophaeobacter",220
"722","1337_224_S224_L001","ASV00004","Synechococcus CC9902",175
"723","1337_224_S224_L001","ASV00053","Colwellia",166
"724","1337_220_S220_L001","ASV00012","Acinetobacter",152
"725","1337_220_S220_L001","ASV00009","Glaciecola",149
"726","1337_225_S225_L001","ASV00008","Shewanella",121
"727","1337_225_S225_L001","ASV00010","Shewanella",109
"728","1337_225_S225_L001","ASV00012","Acinetobacter",99
"729","1337_227_S227_L001","ASV00061",NA,99
"730","1337_227_S227_L001","ASV00036","Synechococcus CC9902",80
"731","1337_221_S221_L001","ASV00008","Shewanella",74
"732","1337_226_S226_L001","ASV00036","Synechococcus CC9902",71
"733","1337_223_S223_L001","ASV00029","Oceaniserpentilla",62
"734","1337_221_S221_L001","ASV00010","Shewanella",59
"735","1337_226_S226_L001","ASV00001","Clade Ia",59
"736","1337_226_S226_L001","ASV00053","Colwellia",57
"737","1337_227_S227_L001","ASV00004","Synechococcus CC9902",56
"738","1337_222_S222_L001","ASV00053","Colwellia",55
"739","1337_226_S226_L001","ASV00004","Synechococcus CC9902",52
"740","1337_222_S222_L001","ASV00048","Colwellia",45
"741","1337_223_S223_L001","ASV00061",NA,39
"742","1337_225_S225_L001","ASV00036","Synechococcus CC9902",38
"743","1337_221_S221_L001","ASV00012","Acinetobacter",35
"744","1337_224_S224_L001","ASV00036","Synechococcus CC9902",32
"745","1337_225_S225_L001","ASV00009","Glaciecola",30
"746","1337_226_S226_L001","ASV00025","Pseudophaeobacter",28
"747","1337_226_S226_L001","ASV00048","Colwellia",25
"748","1337_222_S222_L001","ASV00025","Pseudophaeobacter",12
"749","1337_220_S220_L001","ASV00061",NA,9
"750","1337_221_S221_L001","ASV00061",NA,0
"751","1337_222_S222_L001","ASV00009","Glaciecola",0
"752","1337_222_S222_L001","ASV00029","Oceaniserpentilla",0
"753","1337_222_S222_L001","ASV00061",NA,0
"754","1337_223_S223_L001","ASV00009","Glaciecola",0
"755","1337_223_S223_L001","ASV00048","Colwellia",0
"756","1337_223_S223_L001","ASV00053","Colwellia",0
"757","1337_224_S224_L001","ASV00009","Glaciecola",0
"758","1337_226_S226_L001","ASV00009","Glaciecola",0
"759","1337_226_S226_L001","ASV00029","Oceaniserpentilla",0
"760","1337_226_S226_L001","ASV00061",NA,0
"761","1337_227_S227_L001","ASV00009","Glaciecola",0
"762","1337_227_S227_L001","ASV00029","Oceaniserpentilla",0
"763","1337_227_S227_L001","ASV00048","Colwellia",0
"764","1337_227_S227_L001","ASV00053","Colwellia",0
"765","1337_228_S228_L001","ASV00009","Glaciecola",15630
"766","1337_231_S231_L001","ASV00007","Limosilactobacillus",9558
"767","1337_228_S228_L001","ASV00068","Glaciecola",7984
"768","1337_232_S232_L001","ASV00064","Vibrio",5794
"769","1337_231_S231_L001","ASV00016","Escherichia-Shigella",4829
"770","1337_231_S231_L001","ASV00015","Salmonella",4755
"771","1337_229_S229_L001","ASV00008","Shewanella",3080
"772","1337_235_S235_L001","ASV00025","Pseudophaeobacter",3019
"773","1337_230_S230_L001","ASV00004","Synechococcus CC9902",2851
"774","1337_229_S229_L001","ASV00010","Shewanella",2811
"775","1337_233_S233_L001","ASV00008","Shewanella",2588
"776","1337_230_S230_L001","ASV00009","Glaciecola",2429
"777","1337_230_S230_L001","ASV00025","Pseudophaeobacter",2425
"778","1337_234_S234_L001","ASV00029","Oceaniserpentilla",2379
"779","1337_229_S229_L001","ASV00001","Clade Ia",2266
"780","1337_233_S233_L001","ASV00010","Shewanella",2205
"781","1337_228_S228_L001","ASV00316","Neptuniibacter",2012
"782","1337_234_S234_L001","ASV00025","Pseudophaeobacter",1984
"783","1337_235_S235_L001","ASV00053","Colwellia",1907
"784","1337_232_S232_L001","ASV00186","Alteromonas",1892
"785","1337_229_S229_L001","ASV00012","Acinetobacter",1886
"786","1337_235_S235_L001","ASV00048","Colwellia",1879
"787","1337_232_S232_L001","ASV00476","Oleibacter",1871
"788","1337_230_S230_L001","ASV00001","Clade Ia",1761
"789","1337_233_S233_L001","ASV00012","Acinetobacter",1540
"790","1337_228_S228_L001","ASV00186","Alteromonas",1477
"791","1337_230_S230_L001","ASV00029","Oceaniserpentilla",1275
"792","1337_232_S232_L001","ASV00009","Glaciecola",1119
"793","1337_235_S235_L001","ASV00001","Clade Ia",1109
"794","1337_230_S230_L001","ASV00053","Colwellia",1065
"795","1337_234_S234_L001","ASV00001","Clade Ia",997
"796","1337_234_S234_L001","ASV00048","Colwellia",971
"797","1337_234_S234_L001","ASV00009","Glaciecola",939
"798","1337_230_S230_L001","ASV00048","Colwellia",930
"799","1337_234_S234_L001","ASV00053","Colwellia",888
"800","1337_232_S232_L001","ASV00008","Shewanella",609
"801","1337_229_S229_L001","ASV00004","Synechococcus CC9902",590
"802","1337_232_S232_L001","ASV00316","Neptuniibacter",454
"803","1337_232_S232_L001","ASV00010","Shewanella",439
"804","1337_232_S232_L001","ASV00012","Acinetobacter",419
"805","1337_235_S235_L001","ASV00009","Glaciecola",407
"806","1337_228_S228_L001","ASV00064","Vibrio",393
"807","1337_235_S235_L001","ASV00029","Oceaniserpentilla",297
"808","1337_232_S232_L001","ASV00068","Glaciecola",294
"809","1337_234_S234_L001","ASV00004","Synechococcus CC9902",267
"810","1337_230_S230_L001","ASV00068","Glaciecola",255
"811","1337_228_S228_L001","ASV00001","Clade Ia",216
"812","1337_235_S235_L001","ASV00004","Synechococcus CC9902",207
"813","1337_234_S234_L001","ASV00008","Shewanella",177
"814","1337_229_S229_L001","ASV00064","Vibrio",130
"815","1337_234_S234_L001","ASV00010","Shewanella",129
"816","1337_234_S234_L001","ASV00012","Acinetobacter",104
"817","1337_230_S230_L001","ASV00186","Alteromonas",98
"818","1337_234_S234_L001","ASV00068","Glaciecola",91
"819","1337_228_S228_L001","ASV00008","Shewanella",78
"820","1337_233_S233_L001","ASV00001","Clade Ia",73
"821","1337_232_S232_L001","ASV00001","Clade Ia",60
"822","1337_233_S233_L001","ASV00064","Vibrio",59
"823","1337_228_S228_L001","ASV00012","Acinetobacter",53
"824","1337_228_S228_L001","ASV00010","Shewanella",52
"825","1337_235_S235_L001","ASV00068","Glaciecola",51
"826","1337_232_S232_L001","ASV00025","Pseudophaeobacter",47
"827","1337_233_S233_L001","ASV00025","Pseudophaeobacter",47
"828","1337_228_S228_L001","ASV00004","Synechococcus CC9902",39
"829","1337_232_S232_L001","ASV00029","Oceaniserpentilla",27
"830","1337_230_S230_L001","ASV00008","Shewanella",26
"831","1337_234_S234_L001","ASV00064","Vibrio",23
"832","1337_230_S230_L001","ASV00012","Acinetobacter",22
"833","1337_235_S235_L001","ASV00064","Vibrio",22
"834","1337_228_S228_L001","ASV00476","Oleibacter",21
"835","1337_229_S229_L001","ASV00053","Colwellia",17
"836","1337_233_S233_L001","ASV00029","Oceaniserpentilla",13
"837","1337_233_S233_L001","ASV00048","Colwellia",13
"838","1337_232_S232_L001","ASV00007","Limosilactobacillus",11
"839","1337_232_S232_L001","ASV00016","Escherichia-Shigella",8
"840","1337_230_S230_L001","ASV00064","Vibrio",7
"841","1337_228_S228_L001","ASV00007","Limosilactobacillus",0
"842","1337_228_S228_L001","ASV00015","Salmonella",0
"843","1337_228_S228_L001","ASV00016","Escherichia-Shigella",0
"844","1337_228_S228_L001","ASV00025","Pseudophaeobacter",0
"845","1337_228_S228_L001","ASV00029","Oceaniserpentilla",0
"846","1337_228_S228_L001","ASV00048","Colwellia",0
"847","1337_228_S228_L001","ASV00053","Colwellia",0
"848","1337_229_S229_L001","ASV00007","Limosilactobacillus",0
"849","1337_229_S229_L001","ASV00009","Glaciecola",0
"850","1337_229_S229_L001","ASV00015","Salmonella",0
"851","1337_229_S229_L001","ASV00016","Escherichia-Shigella",0
"852","1337_229_S229_L001","ASV00025","Pseudophaeobacter",0
"853","1337_229_S229_L001","ASV00029","Oceaniserpentilla",0
"854","1337_229_S229_L001","ASV00048","Colwellia",0
"855","1337_229_S229_L001","ASV00068","Glaciecola",0
"856","1337_229_S229_L001","ASV00186","Alteromonas",0
"857","1337_229_S229_L001","ASV00316","Neptuniibacter",0
"858","1337_229_S229_L001","ASV00476","Oleibacter",0
"859","1337_230_S230_L001","ASV00007","Limosilactobacillus",0
"860","1337_230_S230_L001","ASV00010","Shewanella",0
"861","1337_230_S230_L001","ASV00015","Salmonella",0
"862","1337_230_S230_L001","ASV00016","Escherichia-Shigella",0
"863","1337_230_S230_L001","ASV00316","Neptuniibacter",0
"864","1337_230_S230_L001","ASV00476","Oleibacter",0
"865","1337_231_S231_L001","ASV00001","Clade Ia",0
"866","1337_231_S231_L001","ASV00004","Synechococcus CC9902",0
"867","1337_231_S231_L001","ASV00008","Shewanella",0
"868","1337_231_S231_L001","ASV00009","Glaciecola",0
"869","1337_231_S231_L001","ASV00010","Shewanella",0
"870","1337_231_S231_L001","ASV00012","Acinetobacter",0
"871","1337_231_S231_L001","ASV00025","Pseudophaeobacter",0
"872","1337_231_S231_L001","ASV00029","Oceaniserpentilla",0
"873","1337_231_S231_L001","ASV00048","Colwellia",0
"874","1337_231_S231_L001","ASV00053","Colwellia",0
"875","1337_231_S231_L001","ASV00064","Vibrio",0
"876","1337_231_S231_L001","ASV00068","Glaciecola",0
"877","1337_231_S231_L001","ASV00186","Alteromonas",0
"878","1337_231_S231_L001","ASV00316","Neptuniibacter",0
"879","1337_231_S231_L001","ASV00476","Oleibacter",0
"880","1337_232_S232_L001","ASV00004","Synechococcus CC9902",0
"881","1337_232_S232_L001","ASV00015","Salmonella",0
"882","1337_232_S232_L001","ASV00048","Colwellia",0
"883","1337_232_S232_L001","ASV00053","Colwellia",0
"884","1337_233_S233_L001","ASV00004","Synechococcus CC9902",0
"885","1337_233_S233_L001","ASV00007","Limosilactobacillus",0
"886","1337_233_S233_L001","ASV00009","Glaciecola",0
"887","1337_233_S233_L001","ASV00015","Salmonella",0
"888","1337_233_S233_L001","ASV00016","Escherichia-Shigella",0
"889","1337_233_S233_L001","ASV00053","Colwellia",0
"890","1337_233_S233_L001","ASV00068","Glaciecola",0
"891","1337_233_S233_L001","ASV00186","Alteromonas",0
"892","1337_233_S233_L001","ASV00316","Neptuniibacter",0
"893","1337_233_S233_L001","ASV00476","Oleibacter",0
"894","1337_234_S234_L001","ASV00007","Limosilactobacillus",0
"895","1337_234_S234_L001","ASV00015","Salmonella",0
"896","1337_234_S234_L001","ASV00016","Escherichia-Shigella",0
"897","1337_234_S234_L001","ASV00186","Alteromonas",0
"898","1337_234_S234_L001","ASV00316","Neptuniibacter",0
"899","1337_234_S234_L001","ASV00476","Oleibacter",0
"900","1337_235_S235_L001","ASV00007","Limosilactobacillus",0
"901","1337_235_S235_L001","ASV00008","Shewanella",0
"902","1337_235_S235_L001","ASV00010","Shewanella",0
"903","1337_235_S235_L001","ASV00012","Acinetobacter",0
"904","1337_235_S235_L001","ASV00015","Salmonella",0
"905","1337_235_S235_L001","ASV00016","Escherichia-Shigella",0
"906","1337_235_S235_L001","ASV00186","Alteromonas",0
"907","1337_235_S235_L001","ASV00316","Neptuniibacter",0
"908","1337_235_S235_L001","ASV00476","Oleibacter",0
"909","1337_214_S214_L001","ASV00029","Oceaniserpentilla",8200
"910","1337_213_S213_L001","ASV00001","Clade Ia",3348
"911","1337_213_S213_L001","ASV00004","Synechococcus CC9902",3209
"912","1337_212_S212_L001","ASV00029","Oceaniserpentilla",2555
"913","1337_216_S216_L001","ASV00053","Colwellia",2522
"914","1337_216_S216_L001","ASV00048","Colwellia",2425
"915","1337_214_S214_L001","ASV00004","Synechococcus CC9902",2376
"916","1337_216_S216_L001","ASV00025","Pseudophaeobacter",2352
"917","1337_212_S212_L001","ASV00004","Synechococcus CC9902",2259
"918","1337_212_S212_L001","ASV00009","Glaciecola",2163
"919","1337_212_S212_L001","ASV00001","Clade Ia",2033
"920","1337_217_S217_L001","ASV00008","Shewanella",1899
"921","1337_213_S213_L001","ASV00002","Prochlorococcus MIT9313",1783
"922","1337_217_S217_L001","ASV00010","Shewanella",1781
"923","1337_216_S216_L001","ASV00029","Oceaniserpentilla",1704
"924","1337_214_S214_L001","ASV00001","Clade Ia",1582
"925","1337_213_S213_L001","ASV00003","Clade Ia",1573
