"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ASV00220",20.9470989726925,0.496365717767718,2.62244262302507,0.189276102138374,0.849876424502367,0.945068192646564
"ASV00223",7.26642504182283,4.90217281953975,3.17101097130531,1.54593373025191,0.122120573368658,0.450067492410075
"ASV00226",1.48398802360045,-0.454853368923687,3.70375784071916,-0.122808614516593,0.902258652504579,NA
"ASV00231",18.2326939480953,5.88966598792023,2.09611880520983,2.80979588240975,0.00495729288421239,0.0618743593325768
"ASV00232",1.48541987684055,-0.814908652003298,3.79300155976722,-0.214845324781071,0.82988791386155,NA
"ASV00234",0,0,0,0,1,NA
"ASV00236",36.3688905348401,6.86040549697675,2.4595640291366,2.78927704898377,0.00528258539910507,0.0635796885535146
"ASV00238",25.4131479567715,22.9173516847385,3.75020606018927,6.11095798922096,9.90348361256406e-10,1.85415220968561e-08
"ASV00239",105.691052453621,-3.6130411651204,2.69397042383595,-1.34115843780341,0.179869017334376,0.509376965056173
"ASV00240",6.25744381565911,4.03553882392517,3.40681277211532,1.18454963447242,0.236195560677548,0.584441356763443
"ASV00241",1.0118842311595,3.01687266793441,3.74605574895743,0.805346441727152,0.42061978896729,NA
"ASV00242",24.2923574789926,-0.621551722768371,2.51375704011386,-0.247260062468176,0.804706964822814,0.93709079695039
"ASV00244",16.9744690514537,1.94918713964864,2.95720313334185,0.659131974287449,0.509811024929103,0.838079587322477
"ASV00245",46.2298409803543,-1.07084918795594,3.11546149331113,-0.343720887019483,0.731056201638211,0.922718876225008
"ASV00253",24.4208305133801,2.91334434657842,2.40633919197834,1.21069563106074,0.226012077450444,0.572677218803005
"ASV00254",5.41388436979151,2.86608210685238,3.63104719724826,0.78932659124464,0.429921148729529,NA
"ASV00255",11.4609219027644,0.242847799904195,2.57651156234639,0.0942544964490815,0.924906995505115,0.977635474004398
"ASV00256",35.9286777995015,6.59326914890728,2.64110094200522,2.49640937385052,0.0125457721849908,0.111261190166892
"ASV00257",7.13433304269603,-4.78053446970582,3.60427422487085,-1.32635148477836,0.184723300701837,0.518764602804326
"ASV00259",0,0,0,0,1,NA
"ASV00260",13.097819032606,0.322886798193607,3.14089649968756,0.102800839895783,0.918121038657622,0.977635474004398
"ASV00262",5.89734379475827,2.95278238282651,3.63976655855139,0.811255979010287,0.417218684391589,0.764145090434595
"ASV00265",17.1168053334678,5.43769067606207,2.38791996640545,2.2771662168592,0.0227763016975788,0.180887962340407
"ASV00268",13.3369439914646,1.37753979088523,2.90217168919037,0.474658269190657,0.635030566723473,0.892723242145205
"ASV00269",0,0,0,0,1,NA
"ASV00272",3.8941490821992,4.50501993410716,3.73716933876459,1.20546315292108,0.228024554367273,NA
"ASV00273",0,0,0,0,1,NA
"ASV00277",6.03267981809507,5.29343861555571,2.1150316800597,2.50277036767898,0.0123225466472359,0.111261190166892
"ASV00279",192.156311828748,26.797547377211,3.30808959196067,8.10061113288301,5.46837835369197e-16,4.60710876298548e-14
"ASV00280",3.86876608583908,2.76047140658374,3.74872978971978,0.736375135426897,0.461502432231584,NA
"ASV00281",0,0,0,0,1,NA
"ASV00284",5.13859133989907,3.44453140211735,3.1191154643699,1.10432955799961,0.269450205391317,NA
"ASV00285",9.91094479138343,1.69720334373825,3.06398820667377,0.553919672419599,0.579633821140852,0.866877095395174
"ASV00288",6.65777985730601,0.284300689472567,3.54220466864306,0.0802609436968181,0.93602972037823,0.977635474004398
"ASV00289",0,0,0,0,1,NA
"ASV00293",0.97931608351481,-0.814902723711711,3.79300156255745,-0.214843761667807,0.829889132591234,NA
"ASV00294",4.54435595129383,-0.814925126322627,3.79300155200126,-0.214849668567274,0.829884527096211,NA
"ASV00300",32.9442201173165,2.60128590432304,2.31718244709769,1.12260728868424,0.261604318459352,0.612226773061122
"ASV00301",32.3709032299238,23.0018095419842,2.83275654348315,8.11993872007834,4.66419128024966e-16,4.60710876298548e-14
"ASV00302",21.4119733927881,2.52069771740142,2.59535663911852,0.971233656064138,0.331431937648847,0.695996882318121
"ASV00306",15.7114785270575,5.10639372145193,2.97044255961435,1.71906832701552,0.0856019312095193,0.3605981352201
"ASV00307",22.9065655797032,1.42763894286082,2.83621557892757,0.50336051796198,0.614710825029456,0.892723242145205
"ASV00308",4.71829284630043,3.3080772079239,3.10802807240138,1.06436529235335,0.287163250327499,NA
"ASV00309",13.3979580148154,2.09869404673543,2.90030330152104,0.723611922116831,0.469304020006375,0.798764922940144
"ASV00313",107.4708452172,2.58837679982233,2.36359193334302,1.09510307735793,0.273471480648685,0.630782936035353
"ASV00314",16.9503126720717,-0.495425753648433,3.16376214268556,-0.156593868724875,0.87556493497765,0.954904152386628
"ASV00315",0,0,0,0,1,NA
"ASV00316",32.3848512948158,0.255433753739872,3.65863898821828,0.0698166051808969,NA,NA
"ASV00318",0.856619273825358,1.77897934612315,3.76463219012069,0.472550638756058,0.63653380587469,NA
"ASV00319",22.3710136631473,22.7857664021197,3.03126824199626,7.51690862802496,5.60865855955344e-14,1.89011793456951e-12
"ASV00323",12.2817431778393,4.58999778852186,3.73688674309461,1.22829459496029,0.219336399266155,0.565172894193469
"ASV00324",3.21122828244875,3.2963389017794,3.09352825934735,1.06555965403556,0.286622745653179,NA
"ASV00325",0,0,0,0,1,NA
"ASV00334",4.71367303605322,3.30665457090426,3.65082148905692,0.90572891082616,0.365079356203949,NA
"ASV00336",5.18598036862131,4.56731571572144,3.69096496757885,1.23743133728995,0.215926990778759,NA
"ASV00337",2.10232002513475,-1.03640316529916,3.71803929720177,-0.278749922325772,0.780436747829775,NA
"ASV00340",1.36806168731468,1.81775619077429,3.76378200815551,0.482960008532775,0.629124131983537,NA
"ASV00342",22.0386316602233,23.0678625739576,3.27582841004572,7.04184092891352,1.89716346138592e-12,5.81221896806413e-11
"ASV00344",17.5005101090971,2.43880452566775,2.25576020779814,1.08114529072586,0.279632489601281,0.631010640380288
"ASV00346",17.8367448825923,5.95377286533469,2.59708234833218,2.29248520716262,0.0218776601956826,0.179823694779147
"ASV00347",113.378000266361,0.0857860651720738,2.35481266459026,0.0364301018344492,0.97093941231101,0.991535096814576
"ASV00348",0.60443590206829,-0.81489556655099,3.79300156592681,-0.21484187453845,0.829890603950648,NA
"ASV00349",0.770184176235047,2.61463419823797,3.75047500164959,0.697147480542587,0.485710502590358,NA
"ASV00351",110.819194865673,-1.68940877861699,2.84516957242473,-0.59378140234265,0.552658329477628,0.866877095395174
"ASV00354",0.981462216937658,2.9749714905688,3.74646133750111,0.794075054449409,0.427151738926116,NA
"ASV00355",13.3573057077481,4.45403213448299,2.72372859442422,1.63527017471598,0.101992422988407,0.404369959377567
"ASV00357",0,0,0,0,1,NA
"ASV00364",2.92556098671638,-3.55772829612939,3.55587063462515,-1.00052242100322,0.317057752725153,NA
"ASV00366",32.0410824078794,6.54322957990112,2.44052200395018,2.68107788797248,0.00733854330010663,0.0824363030711979
"ASV00367",3.48989715884238,3.51403980201182,3.35984697634712,1.04589281200906,0.29561052339448,NA
"ASV00369",114.810267121955,-2.54806136121493,2.61600546381475,-0.974027537962118,0.330042866228838,0.695996882318121
"ASV00371",15.0559220966813,5.66211858323898,2.57321421134668,2.20040700780823,0.0277780310797952,0.202247851179178
"ASV00373",7.796200701528,4.72471203610226,3.17694851060379,1.48718558715461,0.136965801612993,0.465490464677543
"ASV00374",2.20252082555847,2.89871201179344,3.7472296610493,0.773561343710581,0.439190239321601,NA
"ASV00375",26.6855374553588,-1.79830920132402,2.65302644029967,-0.677833124467805,0.497877506009463,0.822474115319554
"ASV00376",1.59446506082232,-0.814909759674816,3.79300155924592,-0.214845616840934,0.829887686148075,NA
"ASV00377",9.8743903899499,5.10495760015199,3.45081381096959,1.47934889559215,0.139047091031278,0.465490464677543
"ASV00379",85.0502669620761,2.26924233675475,2.46793177526688,0.91949151897011,0.357838539633931,0.705213964073887
"ASV00382",15.0491999698404,5.21093772909354,2.76085179970772,1.88743840927832,0.059101383090751,0.299262468095444
"ASV00384",0.226663463275609,-0.814878068737668,3.79300157415558,-0.214837260888583,0.829894201129548,NA
"ASV00385",9.15632509171916,5.00531252901202,2.94989900517563,1.69677420149983,0.0897393579624547,0.371271694593975
"ASV00386",8.53010512889889,3.83475839224759,3.38924598499989,1.13144882644088,0.257866230566696,0.612226773061122
"ASV00388",103.149466840349,-0.627011744557544,2.85169590335766,-0.219873284461812,0.825969843092635,0.937211572802081
"ASV00392",4.47138162965865,3.09248491718238,3.74535220286437,0.825686010201474,0.408982230213212,NA
"ASV00396",16.8122817093802,0.020276741504804,3.41675833507831,0.00593449682894802,0.995264984397228,0.995264984397228
"ASV00397",18.6004509887556,5.59404369904273,2.58635993760747,2.16290223866426,0.0305486995628239,0.202247851179178
"ASV00398",20.3398505042875,6.10321326545762,2.80616083538855,2.17493352073405,0.0296350985204117,0.202247851179178
"ASV00400",2.80971521551564,2.68948700351453,3.63319598315552,0.740253764449736,0.459146029958543,NA
"ASV00406",0.703335574580953,-0.814897811306586,3.79300156486994,-0.214842466413411,0.829890142476762,NA
"ASV00408",0,0,0,0,1,NA
"ASV00412",0,0,0,0,1,NA
"ASV00414",91.2532533759011,-3.07099383463581,2.94416485231522,-1.0430780845104,0.296912129809078,0.649887657615842
"ASV00420",0,0,0,0,1,NA
"ASV00422",7.35014473910904,4.405421884986,2.34584285211226,1.87796973740983,0.0603853051349856,0.299262468095444
"ASV00428",4.41954330372449,3.87545759172894,3.38033796537629,1.14647045100934,0.251600546861278,NA
"ASV00431",27.2970927171911,23.0513077796056,3.29187084361199,7.00249459189374,2.51444594621095e-12,7.06140236560909e-11
"ASV00432",103.273439520812,2.01853773554237,3.6573260559031,0.55191626469408,0.581005724357018,0.866877095395174
"ASV00437",5.48344408654943,4.74850582315653,3.68213704834552,1.28960594372503,0.197187510985968,0.544690091821896
"ASV00439",15.9736726930099,2.05712442125771,2.56573353597653,0.801768536137077,0.422686862258576,0.765835874092151
"ASV00440",100.148159548573,-0.227989473718113,2.34394150706202,-0.0972675610851241,0.92251391632275,0.977635474004398
"ASV00442",86.8108907727451,-0.245095831120738,2.86074843869227,-0.0856754224893603,0.931724440286048,0.977635474004398
"ASV00446",1.47517428241902,-4.85452112552558,3.73950705029247,-1.29817140608036,0.194228441461941,NA
"ASV00447",10.1212250978355,0.50518697582907,2.69951232424977,0.187140088708233,0.851550797104115,0.945068192646564
"ASV00448",2.13420163444586,-0.814914297609464,3.79300155709674,-0.214846813359397,0.829886753245721,NA
"ASV00449",0.416147495783492,-0.814890568018037,3.79300156828068,-0.214840556574675,0.829891631542671,NA
"ASV00451",4.87277274097108,2.95282673739553,3.63688126275906,0.811911779367636,0.41684225486322,NA
"ASV00452",32.55454111157,-2.11879925561773,2.8670361391886,-0.739020770145358,0.459894385253837,0.790736774645628
"ASV00457",0.937756575708698,2.89875251438743,3.74722968035168,0.773572148402544,0.439183847710451,NA
"ASV00458",4.00595300657524,3.24246960395331,3.65044933092136,0.888238490666823,0.37441247829596,NA
"ASV00460",0.479857016699597,0.86880764887543,3.78752267216903,0.229386784997879,0.818568306405107,NA
"ASV00461",10.8038139917158,5.32950427213656,3.45432353463685,1.54285034933673,0.122867089916104,0.450067492410075
"ASV00462",0.907958172618529,-0.814901705423319,3.79300156303677,-0.214843493175597,0.829889341929545,NA
"ASV00464",1.48921465050591,1.58125540648196,3.76933016817258,0.419505677648973,0.674846606177047,NA
"ASV00465",80.9350803185861,-2.01014161124028,2.13419952578619,-0.941871454357013,0.346258456454182,0.696520017706986
"ASV00466",7.99016894559954,3.65682849488807,3.39104635154313,1.07837762029528,0.280865270198941,0.631010640380288
"ASV00468",23.1901731126695,5.99258455608534,2.80685765315821,2.13497985882634,0.0327626553575395,0.204463238064645
"ASV00469",1.50172745007724,-4.8787259846551,3.73936487681215,-1.30469375024303,0.191997150455235,NA
"ASV00470",8.1563432864064,-0.812537796265543,3.38159625083289,-0.240282321127312,0.81011139930247,0.93709079695039
"ASV00472",0.487817516444768,-0.814892903674264,3.7930015671807,-0.214841172417433,0.829891151381406,NA
"ASV00473",77.7601395984864,-0.68604883500926,2.68435958407426,-0.255572628599926,0.798280855825442,0.93709079695039
"ASV00475",35.3800022666453,-4.69786415598409,3.3229688957845,-1.41375507966499,0.157433826970646,0.485442688681225
"ASV00476",1.27559280425561,3.34759591345965,3.74323299198107,0.894306050580079,0.371158163534479,NA
"ASV00477",27.9074878624039,-6.24543001054033,3.52494645077974,-1.7717801100663,0.0764310654854354,0.346588406882262
"ASV00481",0.909056647735877,1.36238728741283,3.77531737262692,0.360866955793141,0.718198906876697,NA
"ASV00483",36.5328061789458,7.19236576600304,2.20444116527398,3.26267077538862,0.00110367653245362,0.0177113805446129
"ASV00487",1.89932764774727,-0.814912560747678,3.79300155791412,-0.214846355400872,0.829887110307117,NA
"ASV00488",69.8296263912803,0.664429398851645,2.99774499676931,0.221643068228854,0.82459175264048,0.937211572802081
"ASV00495",0.613601467794697,2.30131224949523,3.7548668243179,0.612887848535955,0.539950498528662,NA
"ASV00496",5.09119107035224,4.6066055187424,3.73683352855365,1.23275641891529,0.217666655463267,NA
"ASV00500",76.0046508448474,-1.76880087362751,2.30618020752978,-0.766982939083553,0.443091659308945,0.773688545010956
"ASV00501",7.33640709380293,0.425311892923119,2.35249139544717,0.180792114158732,0.856530753102593,0.945068192646564
"ASV00509",89.4987586893911,1.13944514977306,3.28371572427155,0.346998718966708,0.728592281167975,0.922718876225008
